x,y,theta,fitness,attachment_length_max,attachment_length_mean,attachment_length_std,joint_brick_ratio,symmetry_incl_sum,symmetry_excl_sum,coverage,branching,surface
0.0,0.0,0.0,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
-2.166443651544172e-05,2.691528199258397e-05,128.8310093333474,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
-1.3171541945372584e-05,-1.638904158399479e-06,-172.9072740195745,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.0005149165128477301,0.0013963635195984384,69.7582778861643,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.002130437500996899,0.001151490385286983,28.39099111586348,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.013191279336835924,0.022716509573552097,59.85663774191869,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.050245769485060855,-0.004235301051164467,-4.818168709467133,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.07800222329703486,-0.00781027342896007,-5.717902883658466,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.09625094916153064,0.013415115874393289,7.934567557340937,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.07372864440840482,-0.010620521365536397,-8.197001493026384,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.08526242246926694,-0.049849703549129196,-30.313206287791495,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.13580036936396747,-0.09886303503461041,-36.05471913326643,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.1497872265836946,-0.20368022708435723,-53.66909278206108,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.20809049668833596,-0.3064512504353547,-55.82220322039367,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.23526242072215472,-0.34270199193567047,-55.53068531278206,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.2736031063863544,-0.40258501619968373,-55.799356299694175,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.2764996296469856,-0.3766071343116451,-53.714411350350204,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.2864842545218013,-0.38669504338815663,-53.46698485467756,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.27631728827272134,-0.37924303609589355,-53.92283892680136,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.25937025378055667,-0.3739516939889484,-55.255096371204594,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.2762749619869934,-0.3806426339491544,-54.02740764077673,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.3036919038446187,-0.3727039966677329,-50.825679985243596,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.2755366237073657,-0.33988531099147135,-50.96917221581413,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.25376864116806347,-0.26267407170946283,-45.98789857559309,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.2564220765410019,-0.2631376250789459,-45.740533112206485,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.19703266009185194,-0.3176308993059596,-58.1878634761262,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.15369071268549703,-0.273264298278852,-60.6455045633021,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.15281134774741265,-0.22982448707286468,-56.37988589320733,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.12520968629741577,-0.2154820462078234,-59.840506489565435,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.10614769915227018,-0.19391425095601783,-61.30392209029722,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.07354666233339198,-0.1582160686379106,-65.0686621594436,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.03367620809470575,-0.15732564364215054,-77.91792829039706,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.04233707616580462,-0.14168656322938955,-73.36343460515668,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.05864407817192127,-0.13719443794906008,-66.85560286606707,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.05256278402863889,-0.1632955269583254,-72.15728343754033,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.040023218109372004,-0.15786465218663823,-75.7736290520867,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.04266559355241446,-0.15219827427245358,-74.34027391823192,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.06696105011660153,-0.18504884531679552,-70.10703486048811,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.08207166762608287,-0.1744662638713366,-64.80697069969486,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.08649992620967834,-0.17206917155127868,-63.311123314147224,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.12116921129550855,-0.21209407252838144,-60.26069924742251,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.1211269772086627,-0.2208869519306006,-61.26111747093819,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
0.13743866658083356,-0.22912377171717302,-59.04278907636614,2.157092752179265,0.41379310344827586,0.25,0.44,1.0,2.8233766233766233,2.8233766233766233,0.1388888888888889,1.0,0.20318725099601595
