x,y,theta,fitness,attachment_length_max,attachment_length_mean,attachment_length_std,joint_brick_ratio,symmetry_incl_sum,symmetry_excl_sum,coverage,branching,surface
0.0,0.0,0.0,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
-0.013125282000664464,0.009339449773199986,144.5657968445637,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
-0.020699654530814047,0.01793132390710984,139.0988603497705,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
-0.0035299495376180786,-0.004158456657766948,-130.32661141000648,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
0.02082191943282993,0.011216939358941152,28.31171201869727,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
0.026359722619588605,0.0996790623709251,75.18743966710255,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
0.017275261511590118,0.01543406451461759,41.77823965213182,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
-0.011556960007568676,0.007863212882573491,145.76911268292292,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
-0.020818597893552525,0.06102633654998603,108.83662356447579,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
-0.029843324106998907,-0.05047480197581823,-120.59378416115395,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
-0.04761306519897655,-0.05706522516643628,-129.84034253484643,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
-0.047213878002088275,-0.03793013157454854,-141.2227094794487,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
-0.12414858936692239,-0.16589215992487127,-126.81005193511895,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
-0.163389688263382,-0.11789242184823064,-144.18799216989422,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
-0.2153512714914431,-0.13044468766381428,-148.795460392452,0.5448682070816909,0.7586206896551724,0.5,0.5555555555555556,1.0,1.4186813186813187,1.4186813186813187,0.12,0.0,0.17894736842105263
