x,y,theta
0.0,0.0,0.0
0.00018795511215679173,-0.00032871145385039057,-60.23935392730375
-0.0001874964649873659,-0.0015923560075169953,-96.71553169981775
-0.0013797031327889109,-0.02598913824717669,-93.0388475257827
-0.0024390988527540707,-0.003167017283342049,-127.60189888130135
-0.004869719470577848,-0.0033576207339500405,-145.41414224516973
0.007852322255714651,-0.0194880637949812,-68.05402397474325
0.0384777919545001,-0.014831041432931884,-21.078867223024627
0.021957034397329545,-0.0179428971165499,-39.255081543075974
0.07620672122589134,-0.03481782086063417,-24.555020109579498
0.11110457592605674,-0.021264248117456086,-10.834785524573702
0.10500090887413814,-0.015307254927836612,-8.294271655699582
0.1253024761374381,-0.03356242667096564,-14.994764867689723
0.1641847186234959,-0.0121861631826078,-4.2448396037967235
0.1585781926730426,-0.010559836060057169,-3.8097426551875286
0.16567549937035905,-0.013578302942579508,-4.685330956772315
0.15769692782716155,-0.005669090344410171,-2.0588551620659534
0.15632179458205636,-0.007704020436599017,-2.821430052322807
0.18147741150672606,-0.017087288052410613,-5.378915161795197
0.19665650540292537,0.004878406647801359,1.4210300208346012
0.18257386808153866,-0.010378772207436103,-3.2535900458673988
0.20522120283418158,-0.013076192719921729,-3.6458182387456555
0.2217618389331712,0.014368265362535803,3.7070935742123927
0.20533704514010745,0.004892467350270415,1.3649008278024806
0.2299381986203255,-0.008983943278160426,-2.237472281851194
0.2453675231916406,-0.01162400933259176,-2.7122950136081734
0.24295810881158392,-0.01309847277717658,-3.085969702846578
0.2634998815794882,-0.024005444360317926,-5.205407849202564
0.29926956473038185,0.003692230248769693,0.7068492844740677
0.292869085213699,0.02435416241618699,4.753617371602285
0.306200105188039,0.013605457467551868,2.5441626889904954
0.3213963087521426,0.008622123181926476,1.5367096462503895
0.3189445343249541,0.007785228427936412,1.3982750134890203
0.33401884557048334,-0.0043968947260647,-0.7541758929455135
0.36759539692361487,0.024390992998153734,3.796172217581916
0.3634359377661298,0.044178075543044745,6.930683712737199
0.3759551285548934,0.029433422024773965,4.476539490111752
0.38569779310660823,0.03138278354162101,4.6516953872353834
0.382762618152044,0.032157281109937146,4.802349432740471
0.4245285544677085,0.014296483295612238,1.9287718191847336
0.46277686987441913,0.021068356638243933,2.6066449328401027
0.44982126905914044,0.015852168148217542,2.018327441977217
0.47152028154381903,0.0001304097356497689,0.015846459976586368
0.48892335563176287,-0.007614584056706768,-0.8922630817442264
0.486938192063554,-0.007971602115176632,-0.9378980090425589
0.5129713532139284,-0.032603524786378735,-3.636723619965003
0.5468304381780515,-0.019383864383924723,-2.0301517928539092
0.5426209673626234,-0.016369721751936902,-1.7279678582189038
0.5546620873344962,-0.018474849715971114,-1.9077195658622281
0.5646628912077318,-0.027448203298946733,-2.782951184096353
0.5635074662329916,-0.028510242976809246,-2.8963678676774793
0.5795242164505441,-0.042612777621834054,-4.205426119876051
0.6145663440872393,-0.0202155864055065,-1.884011884802685
0.6087525322122607,-0.007732765187040557,-0.7277686055229379
0.6311027410941404,-0.019586866500565903,-1.777657729839042
0.6407758131898705,-0.02991152898948845,-2.672637050389811
