x,y,theta
0.0,0.0,0.0
0.0004969501811626272,8.456302022800464e-05,9.657176479695007
9.693614617408558e-05,-0.00077283036842574,-82.85072437151948
0.004792427580888385,-0.007866330022034075,-58.6488494106052
0.009437737953174416,-0.01244517972033991,-52.82532621635225
0.006107650574861898,-0.011023797089785287,-61.01169005453264
0.006576551000891797,-0.010952317753218666,-59.01639776543768
0.00869523413415418,-0.011587640708601766,-53.11585328036324
0.009501571524307785,-0.01234583261452055,-52.417481875429466
0.022230341321850568,-0.00858218383149658,-21.10944170013612
0.06516732595791208,-0.058304565878848635,-41.81868465382332
0.11439641504189711,-0.08600894205035443,-36.93767479870713
0.14011611076393263,-0.06379907449157139,-24.481199754654376
0.16852170984510148,-0.020605253253363376,-6.970988667798418
0.2302370443444341,-0.019734020580818978,-4.898948374696428
0.27870793224501916,-0.06164570920927648,-12.472103729194018
0.36497518848885113,0.0073547159684811325,1.1544268559253783
0.42502654482391083,-0.00725766593080847,-0.978275880520273
0.5043032504119889,-0.0834814194514662,-9.399398176029912
0.5433264401142458,-0.08637161413578144,-9.03262427334471
0.5743964096647626,-0.07116403714117472,-7.062590900246388
0.5717580083586618,-0.04246521024124208,-4.2476331508491905
0.620782317164054,-0.03675849548342429,-3.3887085408710957
0.6173650109376229,-0.002537824804612188,-0.23552651809782105
0.6056490718451042,-0.02030744915693317,-1.9204114037007975
0.6192190025328778,-0.008429168885092287,-0.7798952750303464
0.6382124800702055,-0.008893011578329686,-0.7983219897424402
0.6442981857248589,-0.010788187112277432,-0.9592760734861799
0.6568580676328075,-0.005873546530315468,-0.5123183753886701
0.6610561965328099,0.023537425132462597,2.0391997793602763
0.66044391660155,0.003861115394819758,0.3349612138691485
0.6427827349813828,0.02091041021800426,1.8632359365803834
0.6396411063003502,0.029555364560793728,2.645536748313114
0.6420812156419139,0.024896108768764715,2.2204788375775606
0.6294105398332753,0.03207442123174702,2.917238504549101
0.5835172215505076,0.011474481509257234,1.1265385442416573
