x,y,theta,energy_used_mean,energy_used_max,efficiency_mean,efficiency_max,fitness,attachment_length_max,attachment_length_mean,attachment_length_std,joint_brick_ratio,symmetry_incl_sum,symmetry_excl_sum,coverage,branching,surface
0.0,0.0,0.0,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.0003772096336581016,-0.0007440481742198039,-63.11638782219144,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.0011333823549670144,-0.0020810863276787893,-61.42680594009107,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.008013277119857786,-0.0060884301026151106,-37.22730736099308,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.042410956673878515,-0.001992620272620456,-2.6899849514007883,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.09234706088954192,-0.08303144886393123,-41.95946712264739,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.09548788742859657,-0.06537820445992923,-34.39848170061533,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.14816798674023274,-0.051811258653446615,-19.273668462325784,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.15441921571063993,-0.054698062970284234,-19.505060924794833,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.16784745301120557,-0.07005934801270822,-22.655605011008937,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.1831919122533483,-0.048641317783249,-14.870121091577118,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.1727822322523774,-0.04291336166257584,-13.948136010336311,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.1888694099645923,-0.04341992616856905,-12.946990989165323,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.19468530249912386,-0.037421506080068716,-10.88042554656677,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.1821112396079157,-0.029124593701077978,-9.08622613555544,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.20207066408534866,-0.035685013078334826,-10.014987271388636,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.21539283631043932,-0.04262885362466505,-11.194860934808087,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.23204605942205245,-0.008147919292777885,-2.0110217187882125,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.2720087671778493,-0.00837007275430997,-1.7625114429708406,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.3352805032381747,-0.01897759543716461,-3.239607245112729,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.4319258840732254,0.0863869083685664,11.310153333348842,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.520043196330176,0.0922589197773304,10.05996254747702,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
0.6118789775410483,0.03359268183068542,3.1424328727619897,48.2449907691362,75.63106960120327,0.00020864761786177572,0.004058214900997542,1.107775363461699,0.41379310344827586,0.25,0.44,0.9310344827586207,2.1333333333333333,2.5,0.09803921568627451,0.3333333333333333,0.1495601173020528
