x,y,theta,energy_used_mean,energy_used_max,efficiency_mean,efficiency_max,fitness,attachment_length_max,attachment_length_mean,attachment_length_std,joint_brick_ratio,symmetry_incl_sum,symmetry_excl_sum,coverage,branching,surface
0.0,0.0,0.0,26.083070147755887,44.22326781159243,8.746689902422597e-05,0.0018881142997508227,1.3731750925218325,0.3793103448275862,0.3793103448275862,0,0.8275862068965517,1.2799785745019012,1.4868751262260391,0.2564102564102564,0.3333333333333333,0.3669064748201439
0.0013030525444593238,-0.0017037847771584377,-52.591284366919126,26.083070147755887,44.22326781159243,8.746689902422597e-05,0.0018881142997508227,1.3731750925218325,0.3793103448275862,0.3793103448275862,0,0.8275862068965517,1.2799785745019012,1.4868751262260391,0.2564102564102564,0.3333333333333333,0.3669064748201439
0.0012897784894638133,-0.0016445367757048249,-51.89359391480793,26.083070147755887,44.22326781159243,8.746689902422597e-05,0.0018881142997508227,1.3731750925218325,0.3793103448275862,0.3793103448275862,0,0.8275862068965517,1.2799785745019012,1.4868751262260391,0.2564102564102564,0.3333333333333333,0.3669064748201439
0.0017190583089587363,-0.0052717725150497625,-71.939507885182,26.083070147755887,44.22326781159243,8.746689902422597e-05,0.0018881142997508227,1.3731750925218325,0.3793103448275862,0.3793103448275862,0,0.8275862068965517,1.2799785745019012,1.4868751262260391,0.2564102564102564,0.3333333333333333,0.3669064748201439
-0.01702769046785566,-0.037230826940570616,-114.57720604529737,26.083070147755887,44.22326781159243,8.746689902422597e-05,0.0018881142997508227,1.3731750925218325,0.3793103448275862,0.3793103448275862,0,0.8275862068965517,1.2799785745019012,1.4868751262260391,0.2564102564102564,0.3333333333333333,0.3669064748201439
-0.03492161902376736,-0.05698818510439041,-121.49942569653068,26.083070147755887,44.22326781159243,8.746689902422597e-05,0.0018881142997508227,1.3731750925218325,0.3793103448275862,0.3793103448275862,0,0.8275862068965517,1.2799785745019012,1.4868751262260391,0.2564102564102564,0.3333333333333333,0.3669064748201439
-0.037102523970804276,-0.08166565112600194,-114.43335598557698,26.083070147755887,44.22326781159243,8.746689902422597e-05,0.0018881142997508227,1.3731750925218325,0.3793103448275862,0.3793103448275862,0,0.8275862068965517,1.2799785745019012,1.4868751262260391,0.2564102564102564,0.3333333333333333,0.3669064748201439
-0.038545232985804194,-0.09836301389421596,-111.39858077385371,26.083070147755887,44.22326781159243,8.746689902422597e-05,0.0018881142997508227,1.3731750925218325,0.3793103448275862,0.3793103448275862,0,0.8275862068965517,1.2799785745019012,1.4868751262260391,0.2564102564102564,0.3333333333333333,0.3669064748201439
-0.04035416707902305,-0.09285483104388184,-113.48948420517102,26.083070147755887,44.22326781159243,8.746689902422597e-05,0.0018881142997508227,1.3731750925218325,0.3793103448275862,0.3793103448275862,0,0.8275862068965517,1.2799785745019012,1.4868751262260391,0.2564102564102564,0.3333333333333333,0.3669064748201439
-0.03977212019621775,-0.10732571651940553,-110.33339595260446,26.083070147755887,44.22326781159243,8.746689902422597e-05,0.0018881142997508227,1.3731750925218325,0.3793103448275862,0.3793103448275862,0,0.8275862068965517,1.2799785745019012,1.4868751262260391,0.2564102564102564,0.3333333333333333,0.3669064748201439
